title,date,keywords,keyphrase,popular words
Operation Snowflake Part 2: Completed,15 May 2017,"['snowflaker', 'snowflake', 'ski', 'winter', 'reindeer']","['operation snowflake', 'snowflake crew', 'ski tradition', 'create winter']","[('operation', 9), ('snowflake', 8), ('week', 5), ('spend', 5), ('year', 4), ('location', 3), ('pop', 3), ('office', 3), ('take', 3), ('tradition', 3)]"
CycleConf 2017 attracted some very different cyclists to Stockholm this spring,11 May 2017,"['project', 'cycleconf', 'consult', 'stockholm', 'hackfest']","['conference stockholm', 'hackfest conference', 'futurice stockholm', 'projects spice']","[('cycleconf', 8), ('cycle.js', 8), ('2017', 7), ('people', 7), ('stockholm', 6), ('futurice', 6), ('conference', 6), ('open', 6), ('world', 5), ('source', 5)]"
How to teach Lean Service Creation – Lessons learned + Slides,9 May 2017,"['lecture', 'lesson', 'design', 'lean', 'service']","['teaching lean', 'taught service', 'teach lean', 'lean service']","[('student', 27), ('course', 23), ('\xa0', 17), ('team', 16), ('company', 15), ('client', 14), ('help', 13), ('teach', 12), ('work', 12), ('service', 10)]"
Operation Snowflake Returns,21 Apr 2017,"['snowshoe', 'operationsnowflake', 'ski', 'snowflaker', 'snowflake']","['operation snowflake', 'skiing snowshoeing', 'environment snowflakers', 'skiing working']","[('operation', 5), ('year', 5), ('snowflake', 4), ('week', 4), ('skiing', 4), ('team', 3), ('head', 2), ('levi', 2), ('work', 2), ('people', 2)]"
"The Why?, What? and How? of a digital agenda for a large enterprise",12 Apr 2017,"['digitally', 'digitalization', 'innovation', 'business', 'revolutionize']","['strategies digital', 'digital strategies', 'digital business', 'embraces digital']","[('digital', 91), ('agenda', 27), ('business', 27), ('customer', 23), ('new', 20), ('company', 20), ('need', 11), ('fast', 10), ('help', 10), ('improve', 10)]"
"LSC, laughter and learning in Lisbon",4 Apr 2017,"['project', 'workshop', 'successfull', 'lean', 'lisbon']","['lean service', 'successful projects', 'productized team', 'discover lean']","[('\xa0', 12), ('\n', 12), ('productized', 8), ('service', 6), ('canvas', 6), ('lisbon', 5), ('year', 4), ('conference', 4), ('lean', 4), ('day', 4)]"
How to do Brand Design the Lean Way,29 Mar 2017,"['brand', 'marketing', 'lean', 'consult', 'successful']","['design lean', 'design business', 'branding marketing', 'process branding']","[('brand', 12), ('design', 10), ('\xa0', 8), ('work', 5), ('service', 5), ('creation', 4), ('sprint', 4), ('canvas', 4), ('lean', 3), ('year', 3)]"
Using Cycle.js to view real-time satellite test data,29 Mar 2017,"['cubesat', 'rxjs', 'cyclejs', 'satellite', 'websocketdata']","['satellite tests', 'cubesat specifically', 'satellite test', 'ii cubesat']","[('=', 64), ('>', 56), ('\n    ', 42), ('datum', 41), ('\n        ', 37), ('use', 24), ('new', 23), ('graph', 22), ('time', 21), ('stream', 21)]"
Why I Wouldn’t Hire Donald Knuth,17 Mar 2017,"['interviewer', 'interview', 'programmer', 'perfectionist', 'knuth']","['interviewing developers', 'developer interview', 'interview donald', 'interviewer relevant']","[('language', 8), ('donald', 7), ('knuth', 7), ('developer', 5), ('look', 5), ('interview', 4), ('spend', 3), ('thing', 3), ('algorithm', 3), ('design', 3)]"
What’s next for augmented and virtual reality? (Part 2),17 Mar 2017,"['vr', 'oculus', 'augment', 'physical', 'portability']","['vr ar', 'ar vr', 'vr experience', 'vr challenges']","[('vr', 13), ('experience', 12), ('device', 12), ('\xa0', 12), ('virtual', 11), ('controller', 11), ('year', 10), ('solution', 9), ('technology', 8), ('high', 8)]"
What’s next for augmented and virtual reality? (Part 1),15 Mar 2017,"['vr', 'oculus', 'augment', 'ar', 'technology']","['vr ar', 'ar vr', 'augmented virtual', 'vr technology']","[('vr', 22), ('\xa0', 15), ('device', 13), ('technology', 9), ('ar', 8), ('space', 8), ('power', 7), ('high', 7), ('end', 7), ('need', 7)]"
7 design principles for IoT,14 Mar 2017,"['iot', 'device', 'design', 'principle', 'sensor']","['iot designing', 'designing iot', 'iot design', 'principles iot']","[('solution', 25), ('design', 24), ('iot', 19), ('user', 17), ('need', 14), ('context', 12), ('datum', 11), ('service', 8), ('new', 8), ('world', 8)]"
"Futurice &startups - a new approach to work, business and everything",13 Mar 2017,"['venture', 'futurice', 'innovation', 'business', 'energy']","['futurice startups', 'futurice energy', 'startups corporate', 'ventures easy']","[('business', 10), ('futurice', 7), ('startup', 7), ('new', 7), ('digital', 7), ('work', 6), ('customer', 5), ('solution', 5), ('solar', 4), ('energy', 4)]"
Small is Beautiful - An introduction To Tribe Four,28 Feb 2017,"['tribe', 'tribe', 'small', 'futurice', 'satisfaction']","['tribe smallest', 'smallest tribe', 'introduction tribe', 'working tribe']","[('tribe', 11), ('small', 6), ('work', 6), ('\n', 5), ('futurice', 4), ('book', 3), ('like', 3), ('people', 3), ('team', 3), ('international', 3)]"
Building digital ecosystems in a large enterprise,23 Feb 2017,"['agile', 'innovate', 'organisation', 'digital', 'volunteer']","['digital ecosystems', 'digital ecosystem', 'enterprise digital', 'innovation digital']","[('digital', 16), ('ecosystem', 14), ('enterprise', 12), ('\xa0', 11), ('new', 9), ('service', 9), ('lean', 7), ('build', 6), ('transformation', 6), ('create', 6)]"
From IT Factories to Digital Ecosystems - Transforming The German Enterprise,19 Feb 2017,"['factory', 'factory', 'export', 'manufacture', 'germany']","['german industry', 'german economy', 'factories digital', 'german enterprises']","[('digital', 25), ('factory', 24), ('product', 17), ('enterprise', 16), ('new', 13), ('company', 10), ('service', 10), ('german', 9), ('create', 9), ('global', 7)]"
The importance of vision - mastering continuity and change,7 Feb 2017,"['vision', 'enterprise', 'strategic', 'agile', 'lean']","['company vision', 'enterprise vision', 'vision lean', 'vision leaner']","[('vision', 24), ('company', 10), ('core', 8), ('change', 7), ('future', 7), ('lean', 6), ('need', 6), ('enterprise', 5), ('work', 5), ('organization', 5)]"
Adobe XD. The New Hope.,30 Jan 2017,"['sketch', 'tool', 'adobexd', 'prototype', 'ui']","['sketch tool', 'sketch users', 'tools designers', 'sketch taking']","[('xd', 19), ('design', 15), ('adobe', 12), ('tool', 12), ('feature', 9), ('come', 9), ('time', 9), ('mode', 8), ('prototyping', 7), ('designer', 6)]"
15 global platform players’ tech stacks,24 Jan 2017,"['platform', 'infrastructure', 'stakeholder', 'enterprise', 'marketplace']","['platform business', 'platform ecosystems', 'platform businesses', 'business platform']","[('platform', 39), ('industry', 16), ('business', 15), ('customer', 13), ('e.g.', 13), ('tech', 12), ('idea', 11), ('market', 10), ('start', 10), ('model', 9)]"
Leading culture change means changing yourself before others,18 Jan 2017,"['culture', 'cultural', 'leadership', 'innovation', 'change']","['change culture', 'changing culture', 'culture change', 'fix culture']","[('change', 24), ('new', 20), ('way', 15), ('culture', 14), ('people', 13), ('work', 10), ('team', 10), ('experience', 8), ('action', 7), ('organization', 7)]"
What are bright futures made of?,16 Jan 2017,"['future', 'future', 'prophecy', 'foresee', 'utopia']","['futures thinking', 'future thinking', 'creating future', 'modern futures']","[('future', 24), ('new', 6), ('idea', 5), ('like', 4), ('thinking', 4), ('approach', 4), ('method', 4), ('trend', 4), ('cookie', 4), ('kind', 3)]"
The Next Step for Reactive Android Programming,6 Jan 2017,"['rxjava', 'reactive', 'migrate', 'observable', 'android']","['reactive android', 'rxjava reactive', 'migration rxjava', 'rxjava android']","[('rxjava', 31), ('2', 16), ('backpressure', 15), ('reactive', 13), ('use', 13), ('operator', 12), ('flowable', 11), ('support', 11), ('time', 10), ('write', 10)]"
"Building payroll system in Ethereum blockchain, what did we learn?",3 Jan 2017,"['blockchain', 'blockchain', 'blockchainy', 'payroll', 'industry']","['industry blockchain', 'technology blockchain', 'org blockchain', 'blockchain pioneers']","[('blockchain', 42), ('contract', 19), ('open', 16), ('software', 15), ('time', 14), ('people', 13), ('ethereum', 12), ('source', 12), ('control', 12), ('elf', 12)]"
"Corporate paralysis, the biggest threat to business",20 Dec 2016,"['guitar', 'guitarist', 'musician', 'musician', 'riff']","['playing guitar', 'pick guitar', 'guitarist stuck', 'guitarist honest']","[('\xa0', 16), ('company', 9), ('play', 8), ('thing', 7), ('need', 6), ('creative', 6), ('allow', 6), ('time', 6), ('feel', 6), ('business', 5)]"
Futuwear: Final Proto,16 Dec 2016,"['wearable', 'futuwear', 'clothing', 'posture', 'sensor']","['prototype futuwear', 'wearable technology', 'functioning wearable', 'futuwear development']","[('sensor', 12), ('shirt', 10), ('resistor', 9), ('futuwear', 8), ('user', 8), ('stretch', 8), ('final', 7), ('prototype', 7), ('measure', 7), ('yarn', 7)]"
"Cultural alignment, the number one goal for big companies",10 Dec 2016,"['brand', 'culture', 'cultural', 'socialise', 'unite']","['cultural alignment', 'align culturally', 'culturally aligned', 'company cultural']","[('\xa0', 56), ('cultural', 16), ('company', 16), ('customer', 11), ('alignment', 8), ('align', 8), ('need', 8), ('work', 8), ('big', 7), ('digital', 7)]"
How digital can revolutionise the customer experience in travel & leisure,4 Oct 2016,"['personalisation', 'airbnb', 'profile', 'registration', 'consumer']","['hotels personalize', 'personalize customer', 'digital hospitality', 'revolutionise customer']","[('\xa0', 94), ('hotel', 19), ('need', 12), ('convenience', 11), ('digital', 10), ('thing', 10), ('guest', 9), ('\n', 8), ('main', 7), ('way', 7)]"
How to Build Your Company's Digital Confidence,3 Oct 2016,"['innovation', 'competitor', 'cdo', 'digital', 'client']","['digital capabilities', 'succeed digital', 'successful digital', 'digital innovations']","[('\xa0', 60), ('digital', 23), ('service', 13), ('organization', 13), ('customer', 13), ('work', 12), ('process', 11), ('business', 11), ('change', 9), ('company', 8)]"
The Pros and Cons of Crowdsourcing as a Road to Innovation,21 Sept 2016,"['crowdsource', 'source', 'innovation', 'business', 'twitter']","['crowdsourcing innovation', 'crowdsourcing sourcing', 'crowdsourcing twitter', 'cons crowdsourcing']","[('crowdsourcing', 18), ('company', 11), ('innovation', 9), ('business', 6), ('new', 6), ('crowd', 6), ('problem', 6), ('service', 5), ('customer', 4), ('address', 4)]"
Tools for data-driven design of digital services,13 Sept 2016,"['tool', 'analytic', 'usability', 'prototype', 'streamline']","['data tools', 'tools data', 'analysis tools', 'tracking tools']","[('tool', 50), ('design', 34), ('user', 31), ('designer', 25), ('service', 24), ('web', 14), ('solution', 14), ('data', 13), ('screen', 13), ('recording', 13)]"
Size matters - Autonomous small teams get more things done,5 Sept 2016,"['agile', 'organisation', 'scrum', 'enterprise', 'small']","['agile team', 'small teams', 'surrounding agile', 'team size']","[('team', 38), ('service', 33), ('autonomous', 15), ('people', 14), ('organisation', 11), ('size', 8), ('use', 8), ('small', 7), ('group', 7), ('resolve', 7)]"
Introduction to data-driven design - a designer perspective,23 Aug 2016,"['datum', 'design', 'drive', 'survey', 'digital']","['designers data', 'data driven', 'driven design', 'data design']","[('\xa0', 38), ('design', 31), ('datum', 21), ('data', 17), ('drive', 13), ('user', 12), ('designer', 11), ('service', 11), ('tool', 11), ('digital', 9)]"
How to Write a Thesis Without Losing Your Mind,15 Aug 2016,"['thesis', 'write', 'motivation', 'frustration', 'despair']","['writing thesis', 'thesis writing', 'write thesis', 'thesis anxiety']","[('thesis', 48), ('research', 28), ('question', 24), ('result', 20), ('\xa0', 20), ('write', 16), ('work', 15), ('section', 15), ('piece', 14), ('literature', 12)]"
Futurice Retail Trends - Infographic,9 Aug 2016,"['trend', 'retail', 'trend', 'futurice', 'consumer']","['retail trends', 'futurice retail', 'trends infographic', 'retail sector']","[('retail', 6), ('trend', 6), ('2020', 5), ('trends', 4), ('infographic', 4), ('share', 4), ('help', 3), ('report', 3), ('futurice', 2), ('couple', 2)]"
Futuwear: Architecture and Sensors,29 Jul 2016,"['futuwear', 'sensorhttps', 'sensor', 'technology', 'socketio']","['sensors futuwear', 'futuwear architecture', 'prototype futuwear', 'futuwear core']","[('futuwear', 13), ('sensor', 13), ('team', 9), ('clothing', 8), ('datum', 8), ('web', 7), ('server', 6), ('rubber', 6), ('cord', 6), ('architecture', 5)]"
"CMS done right, vol 3.",23 Jun 2016,"['cms', 'template', 'aw', 'metalsmith', 'prismic']","['server prismic', 'services prismic', 'web service', 'customized web']","[('use', 12), ('content', 11), ('build', 10), ('prismic.io', 9), ('web', 8), ('service', 8), ('metalsmith', 8), ('need', 7), ('site', 7), ('prismic', 7)]"
Futurice Retail Trends - Preview and more.,21 Jun 2016,"['consumer', 'consumer', 'retail', 'trendsbreakfast', 'futurice']","['consumers futurice', 'futurice retail', 'retail trends', 'rethink consumer']","[('consumer', 6), ('futurice', 5), ('retail', 5), ('change', 5), ('trend', 5), ('future', 5), ('behaviour', 3), ('look', 3), ('build', 3), ('new', 3)]"
Push notification service,21 Jun 2016,"['proxy', 'notification', 'apns', 'app', 'iprs']","['push notifications', 'notification platforms', 'push notification', 'apps push']","[('notification', 14), ('service', 14), ('sns', 13), ('push', 12), ('platform', 12), ('mobile', 11), ('app', 11), ('device', 6), ('need', 6), ('implement', 5)]"
Authentication databases and services,10 Jun 2016,"['authentication', 'auth0', 'onelogin', 'saas', 'database']","['authentication management', 'authentication databases', 'choosing authentication', 'authentication use']","[('authentication', 22), ('user', 17), ('auth0', 16), ('stormpath', 15), ('implement', 14), ('openid', 13), ('service', 12), ('sign', 11), ('support', 11), ('google', 10)]"
Data structures for fast autocomplete algorithm,7 Jun 2016,"['autocomplete', 'autocompleter', 'completion', 'search', 'vocabulary']","['fast autocomplete', 'autocomplete algorithm', 'word autocomplete', 'autocomplete describes']","[('prefix', 38), ('word', 36), ('vocabulary', 20), ('search', 20), ('tree', 17), ('node', 13), ('structure', 10), ('autocomplete', 10), ('completion', 10), ('letter', 9)]"
"I hate the word ""idea""",27 Apr 2016,"['idea', 'idea', 'think', 'achieve', 'mathia']","['merely idea', 'idea ideas', 'ideas make', 'idea feel']","[('idea', 25), ('problem', 8), ('change', 5), ('customer', 5), ('small', 5), ('thing', 5), (' ', 4), ('let', 4), ('new', 4), ('newscamp', 3)]"
5 important things kids learn from coding (other than coding),18 Apr 2016,"['programming', 'teach', 'student', 'exercise', 'scratch']","['programming kids', 'teaching programming', 'exercises teachers', 'learn programming']","[('teacher', 12), ('learn', 10), ('programming', 10), ('school', 8), ('teach', 7), ('exercise', 7), ('kid', 6), ('help', 5), ('\xa0', 5), ('start', 5)]"
#OperationSnowflake – to go where no office has gone before!,15 Apr 2016,"['operationsnowflake', 'office', 'office', 'operationsunshine', 'map_europe_spiral_2016_s1800x0_q80_noupscale']","['operationsnowflake office', 'outdoors operationsnowflake', 'office week', 'office environment']","[('work', 8), ('office', 7), ('week', 7), ('operationsnowflake', 5), ('levi', 5), ('site', 4), ('pop', 4), ('futuhiking', 4), ('idea', 3), ('futuriceans', 3)]"
Are You Critical Enough To Be Creative?,7 Apr 2016,"['innovation', 'innovativeness', 'ideation', 'develop', 'improve']","['innovation criticism', 'innovation verganti', 'innovation theory', 'innovation carefully']","[('\xa0', 28), ('verganti', 23), ('idea', 22), ('design', 14), ('process', 13), ('criticism', 12), ('innovation', 10), ('circle', 10), ('creative', 9), ('people', 9)]"
A Saner Windows Command Line - Part 1,22 Mar 2016,"['powershell', 'cmd', 'gui', 'command', 'exe']","['windows command', 'cmd exe', 'powershell experience', 'mature gui']","[('windows', 15), ('chocolatey', 14), ('package', 13), ('powershell', 10), ('packagemanagement', 9), ('experience', 8), ('line', 7), ('let', 7), ('10', 7), ('syntax', 7)]"
Futurice's interview process,8 Mar 2016,"['futurice', 'applicant', 'interview', 'competence', 'consultancy']","['futurice interview', 'futurice engineering', 'futurice company', 'futurice employees']","[('futurice', 10), ('interview', 8), ('good', 8), ('people', 6), ('look', 5), ('future', 5), ('case', 5), ('discuss', 5), ('work', 5), ('culture', 4)]"
Visual design basics,7 Mar 2016,"['visually', 'design', 'craft', 'creative', 'powerpoint']","['visual design', 'forming visual', 'visualize idea', 'techniques visual']","[('design', 20), ('visual', 16), ('colour', 14), ('element', 12), ('basic', 11), ('create', 10), ('hierarchy', 9), ('shape', 8), (' ', 7), ('use', 7)]"
You need a brand more than it needs you,4 Mar 2016,"['brand', 'brand', 'marketing', 'contentbrande', 'service']","['brand marketing', 'branding marketing', 'enabling brand', 'brand needs']","[('service', 18), ('brand', 12), ('marketing', 10), ('design', 10), ('new', 9), ('plan', 9), ('great', 8), ('business', 8), ('people', 6), ('time', 6)]"
Why you should pay employees for free-time Open Source contributions,23 Feb 2016,"['sponsorship', 'sponsor', 'sponsor', 'fund', 'developer']","['employees sponsorship', 'paid sponsorship', 'sponsorship money', 'source sponsorship']","[('employee', 13), ('project', 13), ('work', 12), ('program', 11), ('open', 10), ('engagement', 10), ('source', 9), ('map', 8), ('2015', 7), ('sponsorship', 7)]"
What kind of company are you?,19 Feb 2016,"['futurice', 'innovator', 'confidence', 'ambitious', 'maturity']","['futurice business', 'feel futurice', 'business futurice', 'futurice designers']","[('\xa0', 139), ('futurice', 28), ('work', 18), ('digital', 11), ('company', 10), ('client', 10), ('business', 8), ('good', 8), ('service', 7), ('people', 7)]"
Code club mentoring experiences,17 Feb 2016,"['programming', 'student', 'mentor', 'teach', 'task']","['students programming', 'children programming', 'mentor code', 'taught programming']","[('exercise', 21), ('\xa0', 19), ('code', 17), ('programming', 15), ('session', 14), ('student', 14), ('club', 10), ('school', 10), ('material', 8), ('start', 6)]"
"Sex, shopping and online forms",5 Feb 2016,"['_', 'gender', 'gender', 'form', 'register', 'passport']","['form gender', 'gender titles', 'titles gender', 'sex information']","[('gender', 26), ('form', 19), ('title', 17), ('option', 14), ('sex', 13), ('ask', 12), ('offer', 11), ('need', 9), ('\xa0', 9), ('information', 9)]"
Photoshop productivity hack: Paste and Match Style alternative,3 Feb 2016,"['paste', 'paste', 'styling', 'photoshop', 'text']","['paste style', 'styling copy', 'photoshop paste', 'paste text']","[('text', 20), ('paste', 13), ('\xa0', 9), ('style', 8), ('photoshop', 6), ('hack', 5), ('copy', 5), ('font', 5), ('drop', 5), ('match', 4)]"
API services & MVC,2 Feb 2016,"['mvc', 'api', 'service', 'framework', 'model']","['services mvc', 'mvc architecture', 'developed mvc', 'applications mvc']","[('mvc', 19), ('\xa0', 18), ('application', 15), ('model', 14), ('pattern', 11), ('backend', 11), ('case', 10), ('framework', 10), ('database', 10), ('api', 9)]"
10 steps to a kickass hackathon,21 Jan 2016,"['hackathon', 'hackathon', 'idea', 'organize', 'hackathon_s1800x0_q80_noupscale']","['hackathon organising', 'organizing hackathon', 'hackathon complicated', 'hackathon suggestions']","[('\xa0', 17), ('hackathon', 16), ('people', 12), ('organize', 8), ('participate', 5), ('find', 4), ('important', 4), ('think', 4), ('new', 4), ('idea', 4)]"
Virtual Reality and Next-Gen Experiences,19 Jan 2016,"['holodeck', 'vr', 'screen', 'trek', 'technological']","['trek holodeck', 'vr technologically', 'monitors holodeck', 'holodeck amazing']","[('reality', 27), ('experience', 24), ('virtual', 23), ('technology', 13), ('way', 13), ('\xa0', 13), ('service', 10), ('like', 10), ('create', 9), ('life', 9)]"
VJing with Web MIDI and RxJS,18 Jan 2016,"['midi', 'midiinput', 'midimessageasobservable', 'webgl', 'apis']","['web midi', 'browser midiaccess', 'midi api', 'api midi']","[('midi', 23), ('example', 16), ('message', 15), ('stream', 14), ('control', 11), ('input', 11), ('tap', 11), ('web', 10), ('knob', 10), ('rxjs', 9)]"
Understanding software,14 Jan 2016,"['software', 'programming', 'abstraction', 'complexity', 'bit']","['understanding software', 'understand software', 'software bits', 'software bit']","[('software', 33), ('bit', 15), ('new', 8), ('build', 7), ('abstraction', 7), ('computer', 7), ('diverse', 6), ('domain', 6), ('complex', 5), ('number', 5)]"
How Elm made our work better,11 Jan 2016,"['elm', 'reactive', 'javascript', 'developer', 'debugger']","['elm javascript', 'elm documentation', 'elm html', 'elm compiler']","[('elm', 43), ('update', 14), ('project', 13), ('state', 13), ('thing', 12), ('language', 11), ('application', 10), ('backend', 10), ('javascript', 9), ('change', 9)]"
"Make it move, make it bounce",11 Jan 2016,"['animation', 'idea', 'breakthrough', 'reinvent', 'tweak']","['breakthroughs animation', 'animation inspiration', 'design animated', 'animations developing']","[('\xa0', 69), ('animation', 20), ('tool', 17), ('good', 16), ('design', 15), ('look', 10), ('animate', 9), ('principle', 9), ('ui', 8), ('motion', 8)]"
Trying out ClojureScript,28 Dec 2015,"['clojurescript', 'clojure', 'cljs', 'holiday', 'programming']","['clojurescript christmas', 'clojurescript easier', 'learning clojurescript', 'development clojurescript']","[('clojurescript', 11), ('time', 7), ('learn', 6), ('build', 6), ('e.g.', 6), ('\n ', 6), ('use', 6), ('try', 5), ('code', 5), ('clojure', 5)]"
"Self-explanatory code is good code, isn't it?",18 Dec 2015,"['documentation', 'regexp', 'proofread', 'java', 'test']","['code samples', 'explanatory code', 'documentation avoided', 'code sample']","[('code', 23), ('diagram', 9), ('write', 8), ('comment', 8), ('documentation', 7), ('good', 6), ('test', 6), ('self', 5), ('explanatory', 5), ('hard', 5)]"
Why hackathon?,8 Dec 2015,"['hackathon', 'hackathon', 'organize', 'service', 'neologism']","['organizing hackathon', 'hackathons organized', 'hackathon facilitated', 'hackathons service']","[('hackathon', 16), ('\xa0', 9), ('people', 7), ('service', 6), ('create', 4), ('different', 4), ('need', 3), ('facilitate', 3), ('design', 3), ('tool', 3)]"
Role of Service Design & User Insights in Innovation Process,27 Nov 2015,"['innovation', 'innovation', 'service', 'insight', 'sprint']","['insights innovation', 'innovation process', 'innovation learn', 'innovations innovation']","[('service', 9), ('innovation', 9), ('user', 8), ('new', 8), ('\xa0', 7), ('build', 7), ('process', 6), ('idea', 6), ('need', 5), ('customer', 5)]"
Innovative Culture at the EUW 2015,5 Nov 2015,"['innovation', 'industry', 'siemens', 'euw', 'utility']","['utilities industry', 'european utilities', 'lack innovation', 'europe industry']","[('culture', 9), ('big', 9), ('utility', 7), ('euw', 6), ('listen', 6), ('right', 6), ('new', 6), ('industry', 5), ('people', 5), ('innovation', 5)]"
"Analytics vs. traditional user research, why do you need both?",29 Oct 2015,"['analytic', 'research', 'insight', 'drive', 'subjective']","['analytics vs', 'argued analytics', 'analytics easier', 'analytics used']","[('datum', 40), ('user', 22), ('analytic', 16), ('design', 16), ('product', 14), ('different', 10), ('use', 9), ('traditional', 8), ('research', 8), ('phase', 8)]"
Five steps to a great application,29 Oct 2015,"['apply', 'application', 'recruit', 'cv', 'tip']","['applications feel', 'job applications', 'applicants feel', 'interview applications']","[('application', 36), ('job', 15), ('tell', 13), ('want', 11), ('person', 11), ('work', 11), ('people', 11), ('find', 10), ('interview', 9), ('company', 9)]"
10 things that make your scrum master cry,21 Oct 2015,"['scrum', 'agile', 'motivate', 'reduce', 'design']","['make scrum', 'scrum master', 'benefits agile', 'agile development']","[('team', 11), ('work', 11), ('\n', 10), ('people', 9), ('thing', 8), ('information', 8), ('need', 6), ('problem', 6), ('bad', 5), ('decision', 5)]"
How lean IoT service creation helps avoid functionality with no real customer value?,1 Oct 2015,"['iot', 'innovation', 'customer', 'strategic', 'lean']","['lean iot', 'iot products', 'iot work', 'iot driven']","[('value', 17), ('customer', 14), ('problem', 10), ('prove', 8), ('iot', 7), ('business', 7), ('solution', 7), ('functionality', 6), ('start', 6), ('market', 6)]"
Some things never change,30 Sept 2015,"['helsinki', 'absence', 'leave', 'change', 'futurice']","['futurice helsinki', 'helsinki office', 'center helsinki', 'location helsinki']","[('change', 9), ('design', 7), ('futurice', 6), ('customer', 6), ('thing', 4), ('feel', 4), ('employee', 4), ('take', 3), ('year', 3), ('study', 3)]"
Time Is the Fire in Which We Burn,8 Sept 2015,"['time', 'clock', 'timestamp', 'timezonesboy', 'bug']","['time handling', 'handling time', 'time meaning', 'definition time']","[('time', 115), ('zone', 33), ('date', 31), ('year', 31), ('calendar', 28), ('\xa0', 25), ('mean', 19), ('second', 17), ('clock', 16), ('day', 16)]"
Broken UITableViewController initializer in Swift,20 Aug 2015,"['uitableviewcontroller', 'swift', 'uiviewcontroller', 'initializer', 'structwithsideeffect']","['uitableviewcontroller initializer', 'uitableviewcontroller initialization', 'initializer swift', 'uitableviewcontroller calls']","[('\xa0', 6), ('uitableviewcontroller', 5), ('call', 4), ('fix', 3), ('hope', 3), ('bug', 3), ('update', 2), ('late', 2), ('ios', 2), ('9.0', 2)]"
Quick and dirty or in-depth insights?,19 Aug 2015,"['insight', 'analyse', 'qualitative', 'research', 'audience']","['customer insights', 'insights feedback', 'insights instead', 'insights conducting']","[('research', 18), ('insight', 11), ('interview', 11), ('group', 11), ('audience', 8), ('people', 8), ('focus', 8), ('need', 7), ('case', 7), ('design', 6)]"
Futurice at PolyConf Poznań,12 Aug 2015,"['polyglot', 'workshop', 'language', 'poznań', 'firework']","['polyconf poznań', 'polyglot programmer', 'conference poland', 'programmer conference']","[('talk', 7), ('polyconf', 5), ('\xa0', 5), ('day', 4), ('programming', 4), ('time', 4), ('set', 3), ('polyglot', 3), ('conference', 3), ('poland', 3)]"
Why debugging is all about understanding,6 Aug 2015,"['debugger', 'debug', 'bug', 'brainstorm', 'lean']","['lean debugging', 'debugging lean', 'bugs debugging', 'debugging unnecessary']","[('bug', 43), ('time', 16), ('code', 14), ('assumption', 13), ('search', 12), ('function', 11), ('validate', 10), ('debug', 10), ('understand', 9), ('programmer', 9)]"
It's not just about making things pretty - business value of design and measuring it,3 Aug 2015,"['designer', 'design', 'brand', 'innovation', 'evaluate']","['design measuring', 'design roi', 'design investment', 'design investments']","[('design', 55), ('business', 21), ('product', 16), ('project', 14), ('strategy', 12), ('object', 12), ('competitive', 12), ('brand', 10), ('target', 10), ('domain', 9)]"
Futurice goes back to school,10 Jun 2015,"['designer', 'creativity', 'futurice', 'evening', 'workshop']","['design day', 'friday design', 'futurice designers', 'doing design']","[('\xa0', 91), ('school', 18), ('designer', 13), ('\n', 13), ('design', 11), ('day', 10), ('like', 10), ('concept', 9), ('kid', 9), ('thank', 9)]"
From the Scrum master's toolbox: sprint length,10 Jun 2015,"['sprint', 'scrum', 'long', 'commitment', 'constraint']","['length scrum', 'sprint length', 'length sprint', 'longer sprint']","[('sprint', 43), ('story', 19), ('week', 14), ('long', 13), ('activity', 9), ('team', 9), ('po', 8), ('length', 7), ('short', 7), ('b', 7)]"
"UX in B2B systems, part 2: why should B2B companies care?",8 Jun 2015,"['b2b', 'consumer', 'aesthetic', 'usability', 'technology']","['designing b2b', 'design b2b', 'b2b developed', 'designing consumer']","[('user', 33), ('b2b', 20), ('ux', 19), ('system', 19), ('work', 17), ('feature', 14), ('tool', 13), ('need', 11), ('product', 11), ('design', 9)]"
Code school for adults,8 Jun 2015,"['webschool', 'code', 'coder', 'school', 'adult']","['code school', 'learn code', 'coding employees', 'start coding']","[('code', 12), ('school', 5), ('want', 5), ('adult', 3), ('decide', 3), ('work', 3), ('learn', 3), ('application', 3), ('good', 3), ('believe', 2)]"
"Teaching ""Lean"" to the Japanese (!)",4 May 2015,"['innovate', 'innovation', 'lean', 'develop', 'seiji']","['japanese innovation', 'approach lean', 'japanese innovations', 'innovation tokyo']","[('japanese', 31), ('\xa0', 24), ('company', 21), ('way', 15), ('japan', 14), ('innovation', 13), ('new', 13), ('people', 11), ('teach', 9), ('finland', 9)]"
The T-Shirt Test,29 Apr 2015,"['shirt', 'proudness', 'motivator', 'brand', 'test']","['brand proudness', 'test shirt', 'shirt test', 'proud brand']","[('t', 5), ('shirt', 5), ('test', 5), ('company', 5), ('jurgen', 5), ('brand', 5), ('hoodie', 5), ('proud', 4), ('wear', 4), ('thing', 4)]"
"Sharing best practices for Android, iOS, and Windows apps",24 Apr 2015,"['developer', 'app', 'practice', 'development', 'flowdock']","['practices android', 'mobile development', 'development practices', 'share practices']","[('practice', 8), ('good', 7), ('developer', 6), ('share', 4), ('community', 4), ('development', 3), ('work', 3), ('company', 3), ('open', 3), ('issue', 3)]"
